"","id","city","region","first_choice","second_choice","would_not_use","gender","race","target","emotion","image_race","image_gender"
"967",41265265,"MN","Mound","Fear","Surprise","Happiness","female","white","WF-038","Fear","White","Female"
"968",32004236,"MI","Zeeland","Surprise","Neutral","Disgust","female","asian","WF-038","Fear","White","Female"
"969",21973970,"WI","Beloit","Surprise","Neutral","Anger","female","white","WF-038","Fear","White","Female"
"970",39911407,"NY","Buffalo","Anger","Disgust","Happiness","male","white","WF-038","Anger","White","Female"
"971",27770607,"TX","El Paso","Anger","Disgust","Happiness","male","latino","WF-038","Anger","White","Female"
"972",43987776,"PA","Ambler","Anger","Surprise","Happiness","male","white","WF-038","Anger","White","Female"
"973",35408915,"IN","Muncie","Happiness","Neutral","Disgust","male","white","WF-038","Happiness","White","Female"
"974",44828798,"MN","Duluth","Anger","Neutral","Anger","female","white","WF-038","Happiness","White","Female"
"975",44204650,"NH","Amherst","Happiness","Neutral","Sadness","male","other","WF-038","Happiness","White","Female"
"976",45212740,"NY","New York","Anger","Sadness","Happiness","female","white","WF-029","Anger","White","Female"
"977",45169465,"NY","New York","Anger","Disgust","Happiness","female","white","WF-029","Anger","White","Female"
"978",39147083,"NJ","Maple Shade","Anger","Disgust","Happiness","female","white","WF-029","Anger","White","Female"
"979",14723284,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-029","Happiness","White","Female"
"980",34609243,NA,NA,"Happiness","Neutral","Surprise","female","white","WF-029","Happiness","White","Female"
"981",41545007,"NV","Las Vegas","Happiness","Surprise","Sadness","female","white","WF-029","Happiness","White","Female"
"982",34110399,"OH","Hamilton","Fear","Sadness","Happiness","female","white","WF-029","Fear","White","Female"
"983",15298546,"OH","Cleveland","Anger","Disgust","Happiness","female","white","WF-029","Fear","White","Female"
"984",34928865,"PA","Philadelphia","Fear","Disgust","Happiness","male","white","WF-029","Fear","White","Female"
"985",45238470,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-029","Happiness","White","Female"
"986",45238472,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-029","Happiness","White","Female"
"987",45238471,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-029","Happiness","White","Female"
"988",39589091,"NV","Las Vegas","Disgust","Anger","Happiness","male","white","WF-006","Anger","White","Female"
"989",45137241,"NY","New York","Anger","Fear","Happiness","female","white","WF-006","Anger","White","Female"
"990",34824899,NA,NA,"Anger","Disgust","Happiness","female","white","WF-006","Anger","White","Female"
"991",45169465,"NY","New York","Surprise","Fear","Happiness","female","white","WF-006","Fear","White","Female"
"992",45190380,"NY","New York","Surprise","Fear","Happiness","female","white","WF-006","Fear","White","Female"
"993",45316626,"NY","New York","Surprise","Fear","Happiness","female","white","WF-006","Fear","White","Female"
"994",6720676,"PA","Pittsburgh","Neutral","Happiness","Anger","female","white","WF-006","Happiness","White","Female"
"995",45227964,"NV","Las Vegas","Happiness","Neutral","Anger","female","white","WF-006","Happiness","White","Female"
"996",5814726,"MT","Philipsburg","Neutral","Happiness","Disgust","female","white","WF-006","Happiness","White","Female"
"997",41752257,"IA","Davenport","Happiness","Neutral","Sadness","female","white","WF-006","Happiness","White","Female"
"998",45185085,"CA","San Jose","Happiness","Happiness","Happiness","female","white","WF-006","Happiness","White","Female"
"999",15004831,"RI","Riverside","Happiness","Surprise","Anger","female","white","WF-006","Happiness","White","Female"
"1000",45102429,"NY","New York","Happiness","Happiness","Anger","female","white","WF-011","Happiness","White","Female"
"1001",19425875,"OH","Napoleon","Happiness","Neutral","Anger","male","white","WF-011","Happiness","White","Female"
"1002",30655535,"SC","North Charleston","Happiness","Surprise","Anger","female","white","WF-011","Happiness","White","Female"
"1003",6367365,NA,NA,"Fear","Surprise","Happiness","female","white","WF-011","Fear","White","Female"
"1004",39589091,"NV","Las Vegas","Surprise","Fear","Happiness","male","white","WF-011","Fear","White","Female"
"1005",34824899,NA,NA,"Fear","Surprise","Happiness","female","white","WF-011","Fear","White","Female"
"1006",14723284,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-011","Happiness","White","Female"
"1007",34609243,NA,NA,"Happiness","Fear","Sadness","female","white","WF-011","Happiness","White","Female"
"1008",41545007,"NV","Las Vegas","Happiness","Surprise","Sadness","female","white","WF-011","Happiness","White","Female"
"1009",44828798,"MN","Duluth","Anger","Disgust","Happiness","female","white","WF-011","Anger","White","Female"
"1010",35408915,"IN","Muncie","Anger","Disgust","Happiness","male","white","WF-011","Anger","White","Female"
"1011",38202325,"ME","Limestone","Anger","Disgust","Happiness","female","white","WF-011","Anger","White","Female"
"1012",20623511,"OH","Cleveland","Happiness","Sadness","Fear","female","white","WF-033","Happiness","White","Female"
"1013",39734761,"VA","Vienna","Happiness","Surprise","Anger","female","white","WF-033","Happiness","White","Female"
"1014",44141581,"NY","Buffalo","Happiness","Surprise","Sadness","male","white","WF-033","Happiness","White","Female"
"1015",6367365,NA,NA,"Fear","Surprise","Happiness","female","white","WF-033","Fear","White","Female"
"1016",39589091,"NV","Las Vegas","Surprise","Fear","Happiness","male","white","WF-033","Fear","White","Female"
"1017",45137241,"NY","New York","Surprise","Fear","Happiness","female","white","WF-033","Fear","White","Female"
"1018",45320061,"CA","San Francisco","Surprise","Disgust","Sadness","male","white","WF-033","Anger","White","Female"
"1019",6341779,"NY","Brockport","Disgust","Anger","Happiness","female","white","WF-033","Anger","White","Female"
"1020",2438945,"MI","Garden City","Disgust","Anger","Happiness","female","white","WF-033","Anger","White","Female"
"1021",45328227,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-033","Happiness","White","Female"
"1022",45328227,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-033","Happiness","White","Female"
"1023",6720676,"PA","Pittsburgh","Happiness","Surprise","Sadness","female","white","WF-033","Happiness","White","Female"
"1024",45183244,"CA","San Francisco","Happiness","Surprise","Sadness","female","white","WF-013","Happiness","White","Female"
"1025",41265265,"MN","Mound","Happiness","Surprise","Anger","female","white","WF-013","Happiness","White","Female"
"1026",22345789,"MI","Spring Lake","Happiness","Surprise","Anger","female","white","WF-013","Happiness","White","Female"
"1027",45238898,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-013","Happiness","White","Female"
"1028",45238882,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-013","Happiness","White","Female"
"1029",45238899,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-013","Happiness","White","Female"
"1030",32004236,"MI","Zeeland","Surprise","Fear","Happiness","female","asian","WF-013","Fear","White","Female"
"1031",41265265,"MN","Mound","Disgust","Disgust","Happiness","female","white","WF-013","Fear","White","Female"
"1032",22345789,"MI","Spring Lake","Surprise","Sadness","Happiness","female","white","WF-013","Fear","White","Female"
"1033",45205782,"NY","New York","Anger","Disgust","Happiness","female","white","WF-013","Anger","White","Female"
"1034",39147083,"NJ","Maple Shade","Disgust","Surprise","Happiness","female","white","WF-013","Anger","White","Female"
"1035",45183244,"CA","San Francisco","Anger","Disgust","Happiness","female","white","WF-013","Anger","White","Female"
"1036",20623511,"OH","Cleveland","Happiness","Surprise","Sadness","female","white","WF-005","Happiness","White","Female"
"1037",39734761,"VA","Vienna","Happiness","Surprise","Anger","female","white","WF-005","Happiness","White","Female"
"1038",44141581,"NY","Buffalo","Happiness","Neutral","Happiness","male","white","WF-005","Happiness","White","Female"
"1039",45238470,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-005","Happiness","White","Female"
"1040",45238472,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-005","Happiness","White","Female"
"1041",45238471,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-005","Happiness","White","Female"
"1042",31613324,"IL","Round Lake","Disgust","Anger","Happiness","female","white","WF-005","Anger","White","Female"
"1043",45077052,"WA","Seattle","Disgust","Anger","Happiness","male","latino","WF-005","Anger","White","Female"
"1044",34928865,"PA","Philadelphia","Anger","Disgust","Happiness","male","white","WF-005","Anger","White","Female"
"1045",45194805,"NY","New York","Surprise","Fear","Happiness","female","white","WF-005","Fear","White","Female"
"1046",45214884,"NY","New York","Surprise","Fear","Happiness","female","white","WF-005","Fear","White","Female"
"1047",45212740,"NY","New York","Surprise","Fear","Happiness","female","white","WF-005","Fear","White","Female"
"1048",32004236,"MI","Zeeland","Surprise","Fear","Happiness","female","asian","WF-001","Fear","White","Female"
"1049",45328227,"NY","New York","Surprise","Fear","Happiness","female","white","WF-001","Fear","White","Female"
"1050",21973970,"WI","Beloit","Surprise","Disgust","Neutral","female","white","WF-001","Fear","White","Female"
"1051",31613324,"IL","Round Lake","Anger","Disgust","Happiness","female","white","WF-001","Anger","White","Female"
"1052",45077052,"WA","Seattle","Disgust","Anger","Happiness","male","latino","WF-001","Anger","White","Female"
"1053",43822631,"MN","Saint Paul","Disgust","Surprise","Happiness","female","white","WF-001","Anger","White","Female"
"1054",15298546,"OH","Cleveland","Happiness","Neutral","Sadness","female","white","WF-001","Happiness","White","Female"
"1055",41752257,"IA","Davenport","Happiness","Surprise","Anger","female","white","WF-001","Happiness","White","Female"
"1056",15004831,"RI","Riverside","Happiness","Surprise","Sadness","female","white","WF-001","Happiness","White","Female"
"1057",45205782,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-001","Happiness","White","Female"
"1058",39147083,"NJ","Maple Shade","Happiness","I don't know","Anger","female","white","WF-001","Happiness","White","Female"
"1059",45328227,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-001","Happiness","White","Female"
"1060",45316626,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-036","Happiness","White","Female"
"1061",45190354,"CA","San Francisco","Happiness","Surprise","Sadness","female","white","WF-036","Happiness","White","Female"
"1062",45202169,"NY","New York","Happiness","Surprise","Fear","female","white","WF-036","Happiness","White","Female"
"1063",45190373,"CA","San Francisco","Fear","Surprise","Happiness","female","white","WF-036","Fear","White","Female"
"1064",45212721,"NY","New York","Surprise","Fear","Happiness","female","white","WF-036","Fear","White","Female"
"1065",39438102,"IN","Anderson","Fear","Sadness","Happiness","female","white","WF-036","Fear","White","Female"
"1066",39487239,"WI","Green Bay","Fear","Anger","Happiness","female","white","WF-036","Fear","White","Female"
"1067",45183244,"CA","San Francisco","Happiness","Surprise","Sadness","female","white","WF-036","Happiness","White","Female"
"1068",41265265,"MN","Mound","Neutral","Happiness","Anger","female","white","WF-036","Happiness","White","Female"
"1069",22345789,"MI","Spring Lake","Happiness","Neutral","Fear","female","white","WF-036","Happiness","White","Female"
"1070",41752257,"IA","Davenport","Disgust","Anger","Happiness","female","white","WF-036","Anger","White","Female"
"1071",15004831,"RI","Riverside","Sadness","Disgust","Happiness","female","white","WF-036","Anger","White","Female"
"1072",45315294,"NY","New York","Anger","Disgust","Happiness","female","white","WF-036","Anger","White","Female"
"1073",45190373,"CA","San Francisco","Fear","Surprise","Happiness","female","white","WF-024","Fear","White","Female"
"1074",45212721,"NY","New York","Surprise","Fear","Happiness","female","white","WF-024","Fear","White","Female"
"1075",31200300,NA,NA,"Fear","Surprise","Happiness","female","other","WF-024","Fear","White","Female"
"1076",45212694,"NY","New York","Fear","Surprise","Happiness","female","white","WF-024","Fear","White","Female"
"1077",45185406,NA,NA,"Fear","Disgust","Happiness","female","white","WF-024","Fear","White","Female"
"1078",45328227,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-024","Happiness","White","Female"
"1079",6720676,"PA","Pittsburgh","Happiness","Surprise","Anger","female","white","WF-024","Happiness","White","Female"
"1080",21973970,"WI","Beloit","Happiness","Neutral","Anger","female","white","WF-024","Happiness","White","Female"
"1081",15004831,"RI","Riverside","Happiness","Surprise","Sadness","female","white","WF-024","Happiness","White","Female"
"1082",15448937,"PA","Lebanon","Happiness","Neutral","Anger","male","white","WF-024","Happiness","White","Female"
"1083",45315294,"NY","New York","Happiness","Neutral","Anger","female","latino","WF-024","Happiness","White","Female"
"1084",14723284,"NY","New York","Anger","Surprise","Neutral","female","white","WF-024","Anger","White","Female"
"1085",41545007,"NV","Las Vegas","Anger","Disgust","Happiness","female","white","WF-024","Anger","White","Female"
"1086",31349958,"IL","Quincy","Anger","Disgust","Happiness","female","white","WF-024","Anger","White","Female"
"1087",41812828,"IL","Chicago","Happiness","Neutral","Anger","male","latino","WF-022","Happiness","White","Female"
"1088",34928865,"PA","Philadelphia","Happiness","Surprise","Disgust","male","white","WF-022","Happiness","White","Female"
"1089",31613324,"IL","Round Lake","Happiness","Neutral","Anger","female","white","WF-022","Happiness","White","Female"
"1090",45212721,"NY","New York","Anger","Fear","Happiness","female","white","WF-022","Anger","White","Female"
"1091",39487239,"WI","Green Bay","Anger","Disgust","Happiness","female","white","WF-022","Anger","White","Female"
"1092",39438102,"IN","Anderson","Anger","Disgust","Happiness","female","white","WF-022","Anger","White","Female"
"1093",45205782,"NY","New York","Surprise","Neutral","Happiness","female","white","WF-022","Fear","White","Female"
"1094",39147083,"NJ","Maple Shade","Fear","Surprise","Happiness","female","white","WF-022","Fear","White","Female"
"1095",45183244,"CA","San Francisco","Surprise","Fear","Happiness","female","white","WF-022","Fear","White","Female"
"1096",45190373,"CA","San Francisco","Happiness","Happiness","Sadness","female","white","WF-022","Happiness","White","Female"
"1097",45212721,"NY","New York","Happiness","Happiness","Anger","female","white","WF-022","Happiness","White","Female"
"1098",39438102,"IN","Anderson","Happiness","Happiness","Anger","female","white","WF-022","Happiness","White","Female"
"1099",45212694,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-022","Happiness","White","Female"
"1100",39487239,"WI","Green Bay","Happiness","Neutral","Disgust","female","white","WF-022","Happiness","White","Female"
"1101",45190380,"NY","New York","Fear","Surprise","Happiness","female","white","WF-020","Fear","White","Female"
"1102",45316626,"NY","New York","Fear","Surprise","Happiness","female","white","WF-020","Fear","White","Female"
"1103",45202169,"NY","New York","Surprise","Disgust","Happiness","female","white","WF-020","Fear","White","Female"
"1104",45190354,"CA","San Francisco","Happiness","Surprise","Sadness","female","white","WF-020","Happiness","White","Female"
"1105",45202169,"NY","New York","Happiness","Surprise","Fear","female","white","WF-020","Happiness","White","Female"
"1106",45205782,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-020","Happiness","White","Female"
"1107",41265265,"MN","Mound","Neutral","Happiness","Anger","female","white","WF-020","Happiness","White","Female"
"1108",32004236,"MI","Zeeland","Happiness","Neutral","Anger","female","asian","WF-020","Happiness","White","Female"
"1109",22345789,"MI","Spring Lake","Happiness","Surprise","Sadness","female","white","WF-020","Happiness","White","Female"
"1110",35408915,"IN","Muncie","Anger","Disgust","Happiness","male","white","WF-020","Anger","White","Female"
"1111",44828798,"MN","Duluth","Anger","Disgust","Happiness","female","white","WF-020","Anger","White","Female"
"1112",38202325,"ME","Limestone","Disgust","Anger","Happiness","female","white","WF-020","Anger","White","Female"
"1113",39438102,"IN","Anderson","Happiness","Happiness","Disgust","female","white","WF-019","Happiness","White","Female"
"1114",45212694,"NY","New York","Happiness","Surprise","Fear","female","white","WF-019","Happiness","White","Female"
"1115",45185406,NA,NA,"Happiness","Happiness","Anger","female","white","WF-019","Happiness","White","Female"
"1116",45238470,"CA","Los Angeles","Anger","Disgust","Happiness","female","white","WF-019","Anger","White","Female"
"1117",45238472,"CA","Los Angeles","Anger","Disgust","Happiness","female","white","WF-019","Anger","White","Female"
"1118",45238471,"CA","Los Angeles","Anger","Disgust","Happiness","female","white","WF-019","Anger","White","Female"
"1119",45194805,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-019","Happiness","White","Female"
"1120",45185406,NA,NA,"Happiness","Surprise","Anger","female","white","WF-019","Happiness","White","Female"
"1121",45214884,"NY","New York","Happiness","Surprise","Sadness","female","latino","WF-019","Happiness","White","Female"
"1122",45212740,"NY","New York","Disgust","Fear","Happiness","female","white","WF-019","Fear","White","Female"
"1123",13095205,"WI","Racine","Disgust","Anger","Happiness","female","white","WF-019","Fear","White","Female"
"1124",45169465,"NY","New York","Disgust","Surprise","Happiness","female","white","WF-019","Fear","White","Female"
"1125",45169465,"NY","New York","Fear","Surprise","Happiness","female","white","WF-031","Anger","White","Female"
"1126",45315022,"GA","Atlanta","Anger","Anger","Happiness","female","white","WF-031","Anger","White","Female"
"1127",45190380,"NY","New York","Surprise","Fear","Happiness","female","white","WF-031","Anger","White","Female"
"1128",15448937,"PA","Lebanon","Happiness","Surprise","Anger","male","white","WF-031","Happiness","White","Female"
"1129",13991797,"SC","Goose Creek","Happiness","Surprise","Sadness","female","white","WF-031","Happiness","White","Female"
"1130",45044458,"OH","Bellaire","Happiness","Neutral","Anger","male","white","WF-031","Happiness","White","Female"
"1131",45194805,"NY","New York","Surprise","Fear","Happiness","female","white","WF-031","Fear","White","Female"
"1132",45185406,NA,NA,"Surprise","Disgust","Happiness","female","white","WF-031","Fear","White","Female"
"1133",45214884,"NY","New York","Surprise","Fear","Happiness","female","white","WF-031","Fear","White","Female"
"1134",45320061,"CA","San Francisco","Happiness","Surprise","Anger","male","white","WF-031","Happiness","White","Female"
"1135",6341779,"NY","Brockport","Happiness","Happiness","Anger","female","white","WF-031","Happiness","White","Female"
"1136",2438945,"MI","Garden City","Happiness","Neutral","Anger","female","white","WF-031","Happiness","White","Female"
"1137",41812828,"IL","Chicago","Disgust","Anger","Happiness","male","latino","WF-018","Anger","White","Female"
"1138",31613324,"IL","Round Lake","Anger","Disgust","Happiness","female","white","WF-018","Anger","White","Female"
"1139",45077052,"WA","Seattle","Anger","Disgust","Happiness","male","latino","WF-018","Anger","White","Female"
"1140",44828798,"MN","Duluth","Happiness","Neutral","Anger","female","white","WF-018","Happiness","White","Female"
"1141",35408915,"IN","Muncie","Happiness","Happiness","Fear","male","white","WF-018","Happiness","White","Female"
"1142",38202325,"ME","Limestone","Happiness","Surprise","Anger","female","white","WF-018","Happiness","White","Female"
"1143",6367365,NA,NA,"Happiness","Neutral","Anger","female","white","WF-018","Happiness","White","Female"
"1144",39589091,"NV","Las Vegas","Happiness","Neutral","Fear","male","white","WF-018","Happiness","White","Female"
"1145",45137241,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-018","Happiness","White","Female"
"1146",45320061,"CA","San Francisco","Fear","Anger","Happiness","male","white","WF-018","Fear","White","Female"
"1147",6341779,"NY","Brockport","Fear","Surprise","Neutral","female","white","WF-018","Fear","White","Female"
"1148",2438945,"MI","Garden City","Surprise","Disgust","Happiness","female","white","WF-018","Fear","White","Female"
"1149",19425875,"OH","Napoleon","Happiness","Neutral","Anger","male","white","WF-010","Happiness","White","Female"
"1150",45190373,"CA","San Francisco","Happiness","Happiness","Anger","female","white","WF-010","Happiness","White","Female"
"1151",39438102,"IN","Anderson","Disgust","Surprise","I don't know","female","white","WF-010","Happiness","White","Female"
"1152",43987776,"PA","Ambler","Disgust","Neutral","Happiness","male","white","WF-010","Anger","White","Female"
"1153",34110399,"OH","Hamilton","Anger","Disgust","Happiness","female","white","WF-010","Anger","White","Female"
"1154",15298546,"OH","Cleveland","Anger","Disgust","Happiness","female","white","WF-010","Anger","White","Female"
"1155",6720676,"PA","Pittsburgh","Happiness","Surprise","Anger","female","white","WF-010","Fear","White","Female"
"1156",45227964,"NV","Las Vegas","Surprise","Happiness","Anger","female","white","WF-010","Fear","White","Female"
"1157",5814726,"MT","Philipsburg","Surprise","Happiness","Fear","female","white","WF-010","Fear","White","Female"
"1158",27770607,"TX","El Paso","Happiness","Surprise","Sadness","male","latino","WF-010","Happiness","White","Female"
"1159",43987776,"PA","Ambler","Happiness","Surprise","Anger","male","white","WF-010","Happiness","White","Female"
"1160",34928865,"PA","Philadelphia","Happiness","Surprise","Sadness","male","white","WF-010","Happiness","White","Female"
"1161",45316626,"NY","New York","Surprise","Fear","Happiness","female","white","WF-008","Fear","White","Female"
"1162",45190354,"CA","San Francisco","Surprise","Fear","Happiness","female","white","WF-008","Fear","White","Female"
"1163",45202169,"NY","New York","Surprise","Fear","Happiness","female","white","WF-008","Fear","White","Female"
"1164",45238470,"CA","Los Angeles","Disgust","Anger","Happiness","female","white","WF-008","Anger","White","Female"
"1165",45238472,"CA","Los Angeles","Anger","Disgust","Happiness","female","white","WF-008","Anger","White","Female"
"1166",45238471,"CA","Los Angeles","Anger","Disgust","Happiness","female","white","WF-008","Anger","White","Female"
"1167",45190373,"CA","San Francisco","Happiness","Happiness","Sadness","female","white","WF-008","Happiness","White","Female"
"1168",45212721,"NY","New York","Happiness","Happiness","Anger","female","white","WF-008","Happiness","White","Female"
"1169",31200300,NA,NA,"Happiness","Neutral","Sadness","female","other","WF-008","Happiness","White","Female"
"1170",39487239,"WI","Green Bay","Happiness","Surprise","Disgust","female","white","WF-008","Happiness","White","Female"
"1171",45212694,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-008","Happiness","White","Female"
"1172",45205782,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-008","Happiness","White","Female"
"1173",39147083,"NJ","Maple Shade","I don't know","I don't know","Fear","female","white","WF-008","Happiness","White","Female"
"1174",45328227,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-008","Happiness","White","Female"
"1175",35408915,"IN","Muncie","Disgust","Sadness","Happiness","male","white","WF-007","Anger","White","Female"
"1176",44828798,"MN","Duluth","Anger","Disgust","Happiness","female","white","WF-007","Anger","White","Female"
"1177",45102429,"NY","New York","Anger","Anger","Happiness","female","white","WF-007","Anger","White","Female"
"1178",6367365,NA,NA,"Anger","Disgust","Fear","female","white","WF-007","Happiness","White","Female"
"1179",39589091,"NV","Las Vegas","Happiness","Surprise","Sadness","male","white","WF-007","Happiness","White","Female"
"1180",45137241,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-007","Happiness","White","Female"
"1181",45238470,"CA","Los Angeles","Surprise","Sadness","Happiness","female","latino","WF-007","Fear","White","Female"
"1182",45238472,"CA","Los Angeles","Surprise","Sadness","Happiness","female","latino","WF-007","Fear","White","Female"
"1183",45238471,"CA","Los Angeles","Surprise","Sadness","Happiness","female","latino","WF-007","Fear","White","Female"
"1184",45238881,"CA","Los Angeles","Happiness","Surprise","Anger","female","latino","WF-007","Happiness","White","Female"
"1185",45238858,"CA","Los Angeles","Happiness","Surprise","Anger","female","latino","WF-007","Happiness","White","Female"
"1186",45238856,"CA","Los Angeles","Happiness","Surprise","Anger","female","latino","WF-007","Happiness","White","Female"
"1187",39911407,"NY","Buffalo","Anger","Disgust","Happiness","male","white","WF-025","Anger","White","Female"
"1188",27770607,"TX","El Paso","Anger","Sadness","Happiness","male","latino","WF-025","Anger","White","Female"
"1189",43987776,"PA","Ambler","Surprise","Disgust","Happiness","male","white","WF-025","Anger","White","Female"
"1190",19425875,"OH","Napoleon","Happiness","Surprise","Anger","male","white","WF-025","Happiness","White","Female"
"1191",45190373,"CA","San Francisco","Happiness","Happiness","Disgust","female","white","WF-025","Happiness","White","Female"
"1192",45212721,"NY","New York","Happiness","Happiness","Sadness","female","latino","WF-025","Happiness","White","Female"
"1193",15448937,"PA","Lebanon","Happiness","Surprise","Anger","male","white","WF-025","Happiness","White","Female"
"1194",45185085,"CA","San Jose","Happiness","Happiness","Happiness","female","white","WF-025","Happiness","White","Female"
"1195",34854490,"CA","Reseda","Happiness","Surprise","Anger","male","asian","WF-025","Happiness","White","Female"
"1196",45169465,"NY","New York","Surprise","Disgust","Happiness","female","white","WF-025","Fear","White","Female"
"1197",45315022,"GA","Atlanta","Surprise","Fear","Happiness","female","white","WF-025","Fear","White","Female"
"1198",45190380,"NY","New York","Surprise","Fear","Happiness","female","white","WF-025","Fear","White","Female"
"1199",45137241,"NY","New York","Anger","Disgust","Happiness","female","white","WF-015","Anger","White","Female"
"1200",41812828,"IL","Chicago","Anger","Sadness","Neutral","male","latino","WF-015","Anger","White","Female"
"1201",45185085,"CA","San Jose","Anger","Disgust","Disgust","female","white","WF-015","Anger","White","Female"
"1202",45238898,"CA","Los Angeles","Surprise","Fear","Happiness","female","white","WF-015","Fear","White","Female"
"1203",45238882,"CA","Los Angeles","Surprise","Fear","Anger","female","white","WF-015","Fear","White","Female"
"1204",38202325,"ME","Limestone","Surprise","Fear","Happiness","female","white","WF-015","Fear","White","Female"
"1205",27770607,"TX","El Paso","Happiness","Surprise","Fear","male","latino","WF-015","Happiness","White","Female"
"1206",43987776,"PA","Ambler","Happiness","Surprise","Disgust","male","white","WF-015","Happiness","White","Female"
"1207",34609243,NA,NA,"Happiness","Surprise","Anger","female","white","WF-015","Happiness","White","Female"
"1208",45190380,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-015","Happiness","White","Female"
"1209",45316626,"NY","New York","Happiness","Surprise","Sadness","female","white","WF-015","Happiness","White","Female"
"1210",45190354,"CA","San Francisco","Happiness","Surprise","Sadness","female","white","WF-015","Happiness","White","Female"
"1211",20623511,"OH","Cleveland","Disgust","Surprise","Happiness","female","white","WF-023","Fear","White","Female"
"1212",39734761,"VA","Vienna","Fear","Disgust","Happiness","female","white","WF-023","Fear","White","Female"
"1213",44141581,"NY","Buffalo","Surprise","Sadness","Anger","male","white","WF-023","Fear","White","Female"
"1214",45227964,"NV","Las Vegas","Anger","Disgust","Happiness","female","white","WF-023","Anger","White","Female"
"1215",5814726,"MT","Philipsburg","Anger","Disgust","Happiness","female","white","WF-023","Anger","White","Female"
"1216",6377879,"IA","Council Bluffs","Anger","Disgust","Happiness","female","white","WF-023","Anger","White","Female"
"1217",6720676,"PA","Pittsburgh","Happiness","Surprise","Sadness","female","white","WF-023","Happiness","White","Female"
"1218",45328227,"NY","New York","Happiness","Surprise","Disgust","female","latino","WF-023","Happiness","White","Female"
"1219",21973970,"WI","Beloit","Happiness","Surprise","Anger","female","white","WF-023","Happiness","White","Female"
"1220",35408915,"IN","Muncie","Happiness","Neutral","Disgust","male","white","WF-023","Happiness","White","Female"
"1221",44828798,"MN","Duluth","Happiness","Neutral","Anger","female","white","WF-023","Happiness","White","Female"
"1222",44204650,"NH","Amherst","Surprise","Happiness","Disgust","male","other","WF-023","Happiness","White","Female"
"1223",45320061,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WF-030","Happiness","White","Female"
"1224",6341779,"NY","Brockport","Happiness","Happiness","Fear","female","white","WF-030","Happiness","White","Female"
"1225",2438945,"MI","Garden City","Happiness","I don't know","Anger","female","white","WF-030","Happiness","White","Female"
"1226",19425875,"OH","Napoleon","Surprise","Disgust","Happiness","male","white","WF-030","Fear","White","Female"
"1227",45190373,"CA","San Francisco","Surprise","Fear","Happiness","female","white","WF-030","Fear","White","Female"
"1228",45212721,"NY","New York","Surprise","Fear","Happiness","female","white","WF-030","Fear","White","Female"
"1229",45320061,"CA","San Francisco","Anger","Sadness","Happiness","female","white","WF-030","Anger","White","Female"
"1230",6341779,"NY","Brockport","Anger","Disgust","Happiness","female","white","WF-030","Anger","White","Female"
"1231",2438945,"MI","Garden City","Anger","Disgust","Happiness","female","white","WF-030","Anger","White","Female"
"1232",45320061,"CA","San Francisco","Happiness","Surprise","Anger","male","white","WF-030","Happiness","White","Female"
"1233",6341779,"NY","Brockport","Happiness","Happiness","Anger","female","white","WF-030","Happiness","White","Female"
"1234",2438945,"MI","Garden City","Happiness","Surprise","Fear","female","white","WF-030","Happiness","White","Female"
"1235",45238881,"CA","Los Angeles","Surprise","Sadness","Happiness","female","white","WF-003","Fear","White","Female"
"1236",45238858,"CA","Los Angeles","Surprise","Sadness","Happiness","female","white","WF-003","Fear","White","Female"
"1237",45238856,"CA","Los Angeles","Surprise","Sadness","Happiness","female","white","WF-003","Fear","White","Female"
"1238",45238881,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-003","Happiness","White","Female"
"1239",45238858,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-003","Happiness","White","Female"
"1240",45238856,"CA","Los Angeles","Happiness","Surprise","Anger","female","white","WF-003","Happiness","White","Female"
