"","id","city","region","first_choice","second_choice","would_not_use","gender","race","target","emotion","image_race","image_gender"
"408",45190354,"CA","San Francisco","Disgust","Surprise","Happiness","male","black","BM-005","Anger","Black","Male"
"409",39147083,"NJ","Maple Shade","Sadness","Anger","Happiness","male","black","BM-005","Anger","Black","Male"
"410",45202169,"NY","New York","Anger","Anger","Happiness","male","black","BM-005","Anger","Black","Male"
"411",45137241,"NY","New York","Surprise","Fear","Happiness","male","black","BM-005","Fear","Black","Male"
"412",41812828,"IL","Chicago","Surprise","Fear","Happiness","male","latino","BM-005","Fear","Black","Male"
"413",34824899,NA,NA,"Surprise","Fear","Happiness","female","white","BM-005","Fear","Black","Male"
"414",34110399,"OH","Hamilton","Happiness","Neutral","Anger","female","white","BM-005","Happiness","Black","Male"
"415",15298546,"OH","Cleveland","Happiness","Neutral","Anger","female","white","BM-005","Happiness","Black","Male"
"416",41752257,"IA","Davenport","Happiness","Neutral","Disgust","female","white","BM-005","Happiness","Black","Male"
"417",32004236,"MI","Zeeland","Happiness","Neutral","Anger","female","asian","WM-024","Happiness","White","Male"
"418",41265265,"MN","Mound","Happiness","Neutral","Anger","female","white","WM-024","Happiness","White","Male"
"419",21973970,"WI","Beloit","Happiness","Neutral","Anger","female","white","WM-024","Happiness","White","Male"
"420",39589091,"NV","Las Vegas","Disgust","Anger","Happiness","male","white","WM-024","Anger","White","Male"
"421",6367365,NA,NA,"Disgust","Anger","Happiness","female","white","WM-024","Anger","White","Male"
"422",45137241,"NY","New York","Anger","Disgust","Happiness","male","white","WM-024","Anger","White","Male"
"423",6367365,NA,NA,"Happiness","Surprise","Anger","female","white","WM-024","Happiness","White","Male"
"424",31349958,"IL","Quincy","Happiness","Surprise","Anger","female","white","WM-024","Happiness","White","Male"
"425",39589091,"NV","Las Vegas","Happiness","I don't know","Disgust","male","white","WM-024","Happiness","White","Male"
"426",45212721,"NY","New York","Fear","Anger","Happiness","male","white","WM-024","Fear","White","Male"
"427",39487239,"WI","Green Bay","Surprise","Anger","Neutral","female","white","WM-024","Fear","White","Male"
"428",39438102,"IN","Anderson","Surprise","Fear","Anger","female","white","WM-024","Fear","White","Male"
"429",45231609,"CA","Los Angeles","Anger","Disgust","Happiness","male","white","WM-040","Anger","White","Male"
"430",45238472,"CA","Los Angeles","Anger","Disgust","Happiness","male","white","WM-040","Anger","White","Male"
"431",45238471,"CA","Los Angeles","Anger","Disgust","Happiness","male","white","WM-040","Anger","White","Male"
"432",31200300,NA,NA,"Happiness","Neutral","Surprise","other","other","WM-040","Happiness","White","Male"
"433",45212694,"NY","New York","Happiness","Surprise","Sadness","male","latino","WM-040","Happiness","White","Male"
"434",39487239,"WI","Green Bay","Happiness","Neutral","Surprise","female","white","WM-040","Happiness","White","Male"
"435",45227964,"NV","Las Vegas","Happiness","Surprise","Anger","female","white","WM-040","Happiness","White","Male"
"436",6377879,"IA","Council Bluffs","Happiness","I don't know","Anger","female","white","WM-040","Happiness","White","Male"
"437",5814726,"MT","Philipsburg","Happiness","Neutral","Sadness","female","white","WM-040","Happiness","White","Male"
"438",15004831,"RI","Riverside","Surprise","Fear","Sadness","female","white","WM-040","Fear","White","Male"
"439",45185085,"CA","San Jose","Surprise","Surprise","Surprise","male","white","WM-040","Fear","White","Male"
"440",45315294,"NY","New York","Surprise","Sadness","Happiness","male","white","WM-040","Fear","White","Male"
"441",45320061,"CA","San Francisco","Anger","Disgust","Happiness","male","white","WM-035","Anger","White","Male"
"442",6341779,"NY","Brockport","Anger","Disgust","Happiness","female","white","WM-035","Anger","White","Male"
"443",2438945,"MI","Garden City","Anger","Disgust","Sadness","female","white","WM-035","Anger","White","Male"
"444",45205782,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-035","Happiness","White","Male"
"445",39147083,"NJ","Maple Shade","Happiness","I don't know","Sadness","male","white","WM-035","Happiness","White","Male"
"446",45183244,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-035","Happiness","White","Male"
"447",15448937,"PA","Lebanon","Happiness","Neutral","Disgust","male","white","WM-035","Happiness","White","Male"
"448",13991797,"SC","Goose Creek","Happiness","Surprise","Anger","male","white","WM-035","Happiness","White","Male"
"449",45044458,"OH","Bellaire","Happiness","Neutral","Anger","male","white","WM-035","Happiness","White","Male"
"450",45212740,"NY","New York","Surprise","Disgust","Happiness","female","white","WM-035","Fear","White","Male"
"451",13095205,"WI","Racine","Fear","Disgust","Happiness","female","white","WM-035","Fear","White","Male"
"452",45169465,"NY","New York","Surprise","Fear","Happiness","male","white","WM-035","Fear","White","Male"
"453",6367365,NA,NA,"Fear","Surprise","Neutral","female","white","WM-034","Fear","White","Male"
"454",31349958,"IL","Quincy","Surprise","Fear","Happiness","female","white","WM-034","Fear","White","Male"
"455",34824899,NA,NA,"Surprise","Fear","Sadness","female","white","WM-034","Fear","White","Male"
"456",45238881,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-034","Happiness","White","Male"
"457",45238858,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-034","Happiness","White","Male"
"458",45238856,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-034","Happiness","White","Male"
"459",43822631,"MN","Saint Paul","Surprise","Happiness","Anger","male","white","WM-034","Happiness","White","Male"
"460",45077052,"WA","Seattle","Happiness","Surprise","Anger","male","latino","WM-034","Happiness","White","Male"
"461",34928865,"PA","Philadelphia","Happiness","Surprise","Disgust","male","white","WM-034","Happiness","White","Male"
"462",15298546,"OH","Cleveland","Disgust","Anger","Happiness","female","white","WM-034","Anger","White","Male"
"463",41752257,"IA","Davenport","Anger","Disgust","Happiness","female","white","WM-034","Anger","White","Male"
"464",34928865,"PA","Philadelphia","Anger","Sadness","Happiness","male","white","WM-034","Anger","White","Male"
"465",45190354,"CA","San Francisco","Anger","Disgust","Happiness","male","white","WM-019","Anger","White","Male"
"466",39147083,"NJ","Maple Shade","Disgust","Anger","Neutral","male","white","WM-019","Anger","White","Male"
"467",45202169,"NY","New York","Anger","Disgust","Happiness","male","white","WM-019","Anger","White","Male"
"468",45227964,"NV","Las Vegas","Neutral","Happiness","Anger","female","white","WM-019","Fear","White","Male"
"469",6377879,"IA","Council Bluffs","Fear","Sadness","Happiness","female","white","WM-019","Fear","White","Male"
"470",5814726,"MT","Philipsburg","Surprise","Happiness","Anger","female","white","WM-019","Fear","White","Male"
"471",45205782,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-019","Happiness","White","Male"
"472",39147083,"NJ","Maple Shade","Happiness","I don't know","Anger","male","white","WM-019","Happiness","White","Male"
"473",45183244,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-019","Happiness","White","Male"
"474",43822631,"MN","Saint Paul","Anger","Fear","Happiness","male","white","WM-019","Happiness","White","Male"
"475",39911407,"NY","Buffalo","Happiness","Surprise","Neutral","male","white","WM-019","Happiness","White","Male"
"476",27770607,"TX","El Paso","Happiness","Neutral","Fear","male","latino","WM-019","Happiness","White","Male"
"477",45238899,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-038","Happiness","White","Male"
"478",45238882,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-038","Happiness","White","Male"
"479",45238898,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-038","Happiness","White","Male"
"480",45190354,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-038","Happiness","White","Male"
"481",39147083,"NJ","Maple Shade","Happiness","I don't know","Sadness","male","white","WM-038","Happiness","White","Male"
"482",45202169,"NY","New York","Happiness","Surprise","Fear","male","white","WM-038","Happiness","White","Male"
"483",45212740,"NY","New York","Surprise","Fear","Happiness","male","white","WM-038","Fear","White","Male"
"484",45169465,"NY","New York","Surprise","Fear","Happiness","male","white","WM-038","Fear","White","Male"
"485",45190380,"NY","New York","Surprise","Fear","Happiness","male","white","WM-038","Fear","White","Male"
"486",13991797,"SC","Goose Creek","Surprise","Disgust","Happiness","male","white","WM-038","Anger","White","Male"
"487",29571331,"IL","Rockford","Surprise","Anger","Happiness","male","black","WM-038","Anger","White","Male"
"488",45044458,"OH","Bellaire","Anger","Disgust","Happiness","male","white","WM-038","Anger","White","Male"
"489",45183244,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-032","Happiness","White","Male"
"490",41265265,"MN","Mound","Happiness","Neutral","Anger","female","white","WM-032","Happiness","White","Male"
"491",22345789,"MI","Spring Lake","Happiness","Neutral","Anger","female","white","WM-032","Happiness","White","Male"
"492",45190380,"NY","New York","Surprise","Fear","Happiness","male","white","WM-032","Fear","White","Male"
"493",45316626,"NY","New York","Surprise","Fear","Happiness","male","white","WM-032","Fear","White","Male"
"494",45190354,"CA","San Francisco","Surprise","Fear","Happiness","male","white","WM-032","Fear","White","Male"
"495",15448937,"PA","Lebanon","Happiness","Neutral","Anger","male","white","WM-032","Happiness","White","Male"
"496",13991797,"SC","Goose Creek","Happiness","Neutral","Anger","male","white","WM-032","Happiness","White","Male"
"497",45044458,"OH","Bellaire","Neutral","Happiness","Disgust","male","white","WM-032","Happiness","White","Male"
"498",35408915,"IN","Muncie","Neutral","Disgust","Happiness","male","white","WM-032","Anger","White","Male"
"499",44828798,"MN","Duluth","Disgust","Fear","Happiness","female","white","WM-032","Anger","White","Male"
"500",44204650,"NH","Amherst","Anger","Neutral","Happiness","male","other","WM-032","Anger","White","Male"
"501",45102429,"NY","New York","Neutral","Anger","Happiness","male","white","WM-003","Anger","White","Male"
"502",44204650,"NH","Amherst","Anger","Disgust","Happiness","male","other","WM-003","Anger","White","Male"
"503",30655535,"SC","North Charleston","Sadness","Anger","Happiness","male","white","WM-003","Anger","White","Male"
"504",20623511,"OH","Cleveland","Surprise","I don't know","Disgust","male","white","WM-003","Happiness","White","Male"
"505",39734761,"VA","Vienna","Happiness","Surprise","Anger","female","white","WM-003","Happiness","White","Male"
"506",44141581,"NY","Buffalo","Happiness","Surprise","Happiness","male","white","WM-003","Happiness","White","Male"
"507",45194805,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-003","Happiness","White","Male"
"508",45185406,NA,NA,"Happiness","Neutral","Anger","male","white","WM-003","Happiness","White","Male"
"509",45214884,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-003","Happiness","White","Male"
"510",45212740,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-012","Happiness","White","Male"
"511",45169465,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-012","Happiness","White","Male"
"512",45315022,"GA","Atlanta","Happiness","Happiness","Sadness","male","white","WM-012","Happiness","White","Male"
"513",34110399,"OH","Hamilton","Fear","Anger","Happiness","female","white","WM-012","Anger","White","Male"
"514",15298546,"OH","Cleveland","Disgust","Sadness","Happiness","female","white","WM-012","Anger","White","Male"
"515",34928865,"PA","Philadelphia","Anger","Disgust","Happiness","male","white","WM-012","Anger","White","Male"
"516",27770607,"TX","El Paso","Fear","Surprise","Happiness","male","latino","WM-012","Fear","White","Male"
"517",43987776,"PA","Ambler","Surprise","Disgust","Happiness","male","white","WM-012","Fear","White","Male"
"518",34609243,NA,NA,"Fear","Disgust","Happiness","female","white","WM-012","Fear","White","Male"
"519",19425875,"OH","Napoleon","Happiness","Neutral","Anger","male","white","WM-012","Happiness","White","Male"
"520",30655535,"SC","North Charleston","Surprise","Happiness","Fear","male","white","WM-012","Happiness","White","Male"
"521",45190373,"CA","San Francisco","Happiness","Happiness","Anger","male","white","WM-012","Happiness","White","Male"
"522",45212721,"NY","New York","Disgust","Sadness","Happiness","male","white","WM-036","Anger","White","Male"
"523",31200300,NA,NA,"Disgust","Sadness","Happiness","other","other","WM-036","Anger","White","Male"
"524",39438102,"IN","Anderson","Disgust","Anger","Happiness","female","white","WM-036","Anger","White","Male"
"525",45238882,"CA","Los Angeles","Fear","Surprise","Happiness","male","white","WM-036","Fear","White","Male"
"526",45238899,"CA","Los Angeles","Fear","Surprise","Happiness","male","white","WM-036","Fear","White","Male"
"527",45238898,"CA","Los Angeles","Surprise","Fear","Happiness","male","white","WM-036","Fear","White","Male"
"528",27770607,"TX","El Paso","Neutral","Sadness","Happiness","male","latino","WM-036","Happiness","White","Male"
"529",43987776,"PA","Ambler","Happiness","Surprise","Disgust","male","white","WM-036","Happiness","White","Male"
"530",34609243,NA,NA,"Neutral","Disgust","Anger","female","white","WM-036","Happiness","White","Male"
"531",45238898,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-036","Happiness","White","Male"
"532",45238882,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-036","Happiness","White","Male"
"533",45238899,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-036","Happiness","White","Male"
"534",6720676,"PA","Pittsburgh","Happiness","Surprise","Sadness","female","white","WM-029","Happiness","White","Male"
"535",5814726,"MT","Philipsburg","Happiness","Surprise","Anger","female","white","WM-029","Happiness","White","Male"
"536",22345789,"MI","Spring Lake","Happiness","Surprise","Sadness","female","white","WM-029","Happiness","White","Male"
"537",31200300,NA,NA,"Surprise","Fear","Happiness","female","other","WM-029","Fear","White","Male"
"538",39487239,"WI","Green Bay","Fear","Surprise","Happiness","female","white","WM-029","Fear","White","Male"
"539",45185406,NA,NA,"Disgust","Surprise","Sadness","male","white","WM-029","Fear","White","Male"
"540",45238470,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-029","Happiness","White","Male"
"541",45238472,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-029","Happiness","White","Male"
"542",45238471,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-029","Happiness","White","Male"
"543",19425875,"OH","Napoleon","Anger","Disgust","Happiness","male","white","WM-029","Anger","White","Male"
"544",45190373,"CA","San Francisco","Anger","Fear","Happiness","male","latino","WM-029","Anger","White","Male"
"545",39438102,"IN","Anderson","Anger","Disgust","Happiness","female","white","WM-029","Anger","White","Male"
"546",6367365,NA,NA,"Happiness","Neutral","Surprise","female","white","WM-018","Happiness","White","Male"
"547",39589091,"NV","Las Vegas","Happiness","Neutral","Fear","male","white","WM-018","Happiness","White","Male"
"548",45137241,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-018","Happiness","White","Male"
"549",45212721,"NY","New York","Anger","Anger","Happiness","male","white","WM-018","Anger","White","Male"
"550",39487239,"WI","Green Bay","Anger","Disgust","Happiness","female","white","WM-018","Anger","White","Male"
"551",39438102,"IN","Anderson","Anger","Disgust","Happiness","female","white","WM-018","Anger","White","Male"
"552",45137241,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-018","Happiness","White","Male"
"553",41812828,"IL","Chicago","Neutral","Happiness","Surprise","male","latino","WM-018","Happiness","White","Male"
"554",34824899,NA,NA,"Neutral","I don't know","Surprise","female","white","WM-018","Happiness","White","Male"
"555",45194805,"NY","New York","Happiness","Surprise","Sadness","male","other","WM-021","Happiness","White","Male"
"556",45214884,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-021","Happiness","White","Male"
"557",45315022,"GA","Atlanta","Happiness","Surprise","Sadness","male","white","WM-021","Happiness","White","Male"
"558",45194805,"NY","New York","Anger","Fear","Happiness","male","latino","WM-021","Anger","White","Male"
"559",45185406,NA,NA,"Anger","Disgust","Happiness","male","white","WM-021","Anger","White","Male"
"560",45214884,"NY","New York","Anger","Disgust","Happiness","male","other","WM-021","Anger","White","Male"
"561",39250191,"OH","Northwood","Happiness","Neutral","Sadness","female","white","WM-021","Happiness","White","Male"
"562",32909939,"VA","Glen Allen","Happiness","I don't know","Anger","female","black","WM-021","Happiness","White","Male"
"563",14723284,"NY","New York","Happiness","Surprise","Anger","female","white","WM-021","Happiness","White","Male"
"564",6720676,"PA","Pittsburgh","Surprise","Fear","Happiness","female","white","WM-017","Fear","White","Male"
"565",5814726,"MT","Philipsburg","Surprise","Neutral","Anger","female","white","WM-017","Fear","White","Male"
"566",22345789,"MI","Spring Lake","Fear","Surprise","Happiness","female","white","WM-017","Fear","White","Male"
"567",45320061,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-017","Happiness","White","Male"
"568",6341779,"NY","Brockport","Happiness","Neutral","Anger","female","white","WM-017","Happiness","White","Male"
"569",2438945,"MI","Garden City","Happiness","Surprise","Sadness","female","white","WM-017","Happiness","White","Male"
"570",41752257,"IA","Davenport","Neutral","Happiness","Surprise","female","white","WM-017","Happiness","White","Male"
"571",15004831,"RI","Riverside","Happiness","Neutral","Sadness","female","white","WM-017","Happiness","White","Male"
"572",45185085,"CA","San Jose","Neutral","Happiness","Neutral","male","white","WM-017","Happiness","White","Male"
"573",39250191,"OH","Northwood","Neutral","Disgust","Happiness","female","white","WM-017","Anger","White","Male"
"574",32909939,"VA","Glen Allen","Neutral","I don't know","Neutral","female","black","WM-017","Anger","White","Male"
"575",14723284,"NY","New York","Surprise","Neutral","Sadness","female","white","WM-017","Anger","White","Male"
"576",45190380,"NY","New York","Fear","Surprise","Happiness","male","white","WM-020","Fear","White","Male"
"577",45316626,"NY","New York","Disgust","Fear","Happiness","male","white","WM-020","Fear","White","Male"
"578",45202169,"NY","New York","Disgust","Fear","Happiness","male","white","WM-020","Fear","White","Male"
"579",45205782,"NY","New York","Anger","Disgust","Happiness","male","white","WM-020","Anger","White","Male"
"580",45202169,"NY","New York","Anger","Sadness","Happiness","male","white","WM-020","Anger","White","Male"
"581",45328227,"NY","New York","Anger","Disgust","Happiness","male","white","WM-020","Anger","White","Male"
"582",39250191,"OH","Northwood","Happiness","Neutral","Anger","female","white","WM-020","Happiness","White","Male"
"583",32909939,"VA","Glen Allen","Happiness","I don't know","Anger","female","black","WM-020","Happiness","White","Male"
"584",22345789,"MI","Spring Lake","Happiness","Surprise","Anger","female","white","WM-020","Happiness","White","Male"
"585",45194805,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-020","Happiness","White","Male"
"586",45214884,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-020","Happiness","White","Male"
"587",45315022,"GA","Atlanta","Happiness","Surprise","Sadness","male","white","WM-020","Happiness","White","Male"
"588",19425875,"OH","Napoleon","Surprise","Fear","Sadness","male","white","WM-010","Fear","White","Male"
"589",30655535,"SC","North Charleston","Surprise","Disgust","Anger","male","white","WM-010","Fear","White","Male"
"590",45190373,"CA","San Francisco","Surprise","Surprise","Disgust","male","white","WM-010","Fear","White","Male"
"591",45212694,"NY","New York","Anger","Fear","Happiness","male","white","WM-010","Anger","White","Male"
"592",45194805,"NY","New York","Anger","Fear","Happiness","male","white","WM-010","Anger","White","Male"
"593",45185406,NA,NA,"Anger","Disgust","Happiness","male","white","WM-010","Anger","White","Male"
"594",39250191,"OH","Northwood","Happiness","Neutral","Fear","female","white","WM-010","Happiness","White","Male"
"595",32909939,"VA","Glen Allen","Neutral","I don't know","Anger","female","black","WM-010","Happiness","White","Male"
"596",34609243,NA,NA,"Happiness","Disgust","Fear","female","white","WM-010","Happiness","White","Male"
"597",45316626,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-010","Happiness","White","Male"
"598",45190354,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-010","Happiness","White","Male"
"599",45202169,"NY","New York","Happiness","Neutral","Fear","male","white","WM-010","Happiness","White","Male"
"600",1905769,"TX","Dallas","Happiness","Surprise","Anger","male","asian","WM-039","Happiness","White","Male"
"601",45214633,"CA","Los Angeles","Happiness","Surprise","Fear","male","white","WM-039","Happiness","White","Male"
"602",45231609,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-039","Happiness","White","Male"
"603",6367365,NA,NA,"Anger","Disgust","Happiness","female","white","WM-039","Anger","White","Male"
"604",31349958,"IL","Quincy","Disgust","Sadness","Happiness","female","white","WM-039","Anger","White","Male"
"605",39589091,"NV","Las Vegas","Surprise","Disgust","Happiness","male","white","WM-039","Anger","White","Male"
"606",14723284,"NY","New York","Neutral","Happiness","Anger","female","white","WM-039","Happiness","White","Male"
"607",41545007,"NV","Las Vegas","Happiness","Neutral","Anger","female","white","WM-039","Happiness","White","Male"
"608",34824899,NA,NA,"Neutral","Happiness","Fear","female","white","WM-039","Happiness","White","Male"
"609",45205782,"NY","New York","Happiness","Surprise","Sadness","male","white","WM-039","Fear","White","Male"
"610",45183244,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-039","Fear","White","Male"
"611",41265265,"MN","Mound","Surprise","Happiness","Anger","female","white","WM-039","Fear","White","Male"
"612",6367365,NA,NA,"Happiness","Neutral","Disgust","female","white","WM-015","Happiness","White","Male"
"613",31349958,"IL","Quincy","Happiness","Surprise","Disgust","female","white","WM-015","Happiness","White","Male"
"614",34824899,NA,NA,"Happiness","I don't know","Disgust","female","white","WM-015","Happiness","White","Male"
"615",41812828,"IL","Chicago","Neutral","Happiness","Sadness","male","latino","WM-015","Happiness","White","Male"
"616",31613324,"IL","Round Lake","Neutral","Happiness","Anger","female","white","WM-015","Happiness","White","Male"
"617",45077052,"WA","Seattle","Happiness","Happiness","Anger","male","latino","WM-015","Happiness","White","Male"
"618",45190380,"NY","New York","Fear","Surprise","Happiness","male","white","WM-015","Fear","White","Male"
"619",45316626,"NY","New York","Surprise","Fear","Happiness","male","white","WM-015","Fear","White","Male"
"620",45190354,"CA","San Francisco","Surprise","Fear","Happiness","male","white","WM-015","Fear","White","Male"
"621",43822631,"MN","Saint Paul","Disgust","Anger","Happiness","male","white","WM-015","Anger","White","Male"
"622",45077052,"WA","Seattle","Disgust","Anger","Happiness","male","latino","WM-015","Anger","White","Male"
"623",34928865,"PA","Philadelphia","Disgust","Neutral","Happiness","male","white","WM-015","Anger","White","Male"
"624",45190373,"CA","San Francisco","Surprise","Fear","Happiness","male","white","WM-023","Fear","White","Male"
"625",45212721,"NY","New York","Surprise","Fear","Happiness","male","white","WM-023","Fear","White","Male"
"626",39438102,"IN","Anderson","Surprise","Fear","Happiness","female","white","WM-023","Fear","White","Male"
"627",6377879,"IA","Council Bluffs","Anger","Disgust","Happiness","female","white","WM-023","Anger","White","Male"
"628",39250191,"OH","Northwood","Disgust","Anger","Happiness","female","white","WM-023","Anger","White","Male"
"629",32909939,"VA","Glen Allen","Anger","Sadness","Happiness","female","black","WM-023","Anger","White","Male"
"630",41752257,"IA","Davenport","Happiness","Surprise","Disgust","female","white","WM-023","Happiness","White","Male"
"631",45185085,"CA","San Jose","Happiness","Happiness","Happiness","male","white","WM-023","Happiness","White","Male"
"632",45315294,"NY","New York","Happiness","Surprise","Fear","male","white","WM-023","Happiness","White","Male"
"633",45183244,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-023","Happiness","White","Male"
"634",41265265,"MN","Mound","Happiness","Surprise","Anger","female","white","WM-023","Happiness","White","Male"
"635",21973970,"WI","Beloit","Happiness","Surprise","Disgust","female","white","WM-023","Happiness","White","Male"
"636",45212694,"NY","New York","Anger","Fear","Happiness","male","white","WM-026","Anger","White","Male"
"637",45194805,"NY","New York","Anger","Fear","Happiness","male","white","WM-026","Anger","White","Male"
"638",45185406,NA,NA,"Anger","Neutral","Happiness","male","white","WM-026","Anger","White","Male"
"639",45238881,"CA","Los Angeles","Happiness","Neutral","Anger","male","white","WM-026","Happiness","White","Male"
"640",45238858,"CA","Los Angeles","Happiness","Neutral","Anger","male","white","WM-026","Happiness","White","Male"
"641",45238856,"CA","Los Angeles","Happiness","Neutral","Anger","male","white","WM-026","Happiness","White","Male"
"642",45320061,"CA","San Francisco","Surprise","Fear","Happiness","male","white","WM-026","Fear","White","Male"
"643",6341779,"NY","Brockport","Anger","Surprise","Happiness","female","white","WM-026","Fear","White","Male"
"644",2438945,"MI","Garden City","Surprise","Disgust","Happiness","female","white","WM-026","Fear","White","Male"
"645",20623511,"OH","Cleveland","Surprise","Happiness","Anger","male","white","WM-026","Happiness","White","Male"
"646",39734761,"VA","Vienna","Happiness","Neutral","Anger","female","white","WM-026","Happiness","White","Male"
"647",19838540,"AL","Mobile","Happiness","Surprise","Sadness","male","white","WM-026","Happiness","White","Male"
"648",45102429,"NY","New York","Happiness","Happiness","Anger","male","white","WM-014","Happiness","White","Male"
"649",38202325,"ME","Limestone","Happiness","Surprise","Disgust","female","white","WM-014","Happiness","White","Male"
"650",44204650,"NH","Amherst","Happiness","Neutral","Fear","male","other","WM-014","Happiness","White","Male"
"651",13991797,"SC","Goose Creek","Surprise","Disgust","Fear","male","white","WM-014","Fear","White","Male"
"652",20623511,"OH","Cleveland","Surprise","I don't know","Sadness","male","white","WM-014","Fear","White","Male"
"653",39734761,"VA","Vienna","Disgust","Surprise","Sadness","female","white","WM-014","Fear","White","Male"
"654",45102429,"NY","New York","Happiness","Surprise","Anger","male","white","WM-014","Happiness","White","Male"
"655",44204650,"NH","Amherst","Happiness","Neutral","Anger","male","other","WM-014","Happiness","White","Male"
"656",30655535,"SC","North Charleston","Happiness","Neutral","Sadness","male","white","WM-014","Happiness","White","Male"
"657",43987776,"PA","Ambler","Anger","Disgust","Happiness","male","white","WM-014","Anger","White","Male"
"658",34110399,"OH","Hamilton","Anger","Disgust","Happiness","female","white","WM-014","Anger","White","Male"
"659",15298546,"OH","Cleveland","Anger","Disgust","Happiness","female","white","WM-014","Anger","White","Male"
"660",15448937,"PA","Lebanon","Happiness","Surprise","Anger","male","white","WM-002","Happiness","White","Male"
"661",45044458,"OH","Bellaire","Happiness","Neutral","Anger","male","white","WM-002","Happiness","White","Male"
"662",45185085,"CA","San Jose","Happiness","Happiness","Happiness","male","latino","WM-002","Happiness","White","Male"
"663",45183244,"CA","San Francisco","Anger","Disgust","Happiness","male","latino","WM-002","Anger","White","Male"
"664",41265265,"MN","Mound","Disgust","Anger","Happiness","female","white","WM-002","Anger","White","Male"
"665",45328227,"NY","New York","Anger","Disgust","Happiness","male","white","WM-002","Anger","White","Male"
"666",45238899,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-002","Happiness","White","Male"
"667",45238898,"CA","Los Angeles","Happiness","Surprise","Anger","male","white","WM-002","Happiness","White","Male"
"668",38202325,"ME","Limestone","Happiness","Surprise","Anger","female","white","WM-002","Happiness","White","Male"
"669",45194805,"NY","New York","Anger","Fear","Happiness","male","white","WM-009","Anger","White","Male"
"670",45214884,"NY","New York","Anger","Surprise","Happiness","male","white","WM-009","Anger","White","Male"
"671",45315022,"GA","Atlanta","Anger","Disgust","Happiness","male","white","WM-009","Anger","White","Male"
"672",20623511,"OH","Cleveland","Surprise","Happiness","Disgust","male","white","WM-009","Fear","White","Male"
"673",39734761,"VA","Vienna","Surprise","Fear","Happiness","female","white","WM-009","Fear","White","Male"
"674",19838540,"AL","Mobile","Surprise","Fear","Happiness","male","white","WM-009","Fear","White","Male"
"675",15004831,"RI","Riverside","Neutral","Happiness","Sadness","female","white","WM-009","Happiness","White","Male"
"676",45315294,"NY","New York","Happiness","Neutral","Anger","male","latino","WM-009","Happiness","White","Male"
"677",45044458,"OH","Bellaire","Happiness","Neutral","Sadness","male","white","WM-009","Happiness","White","Male"
"678",45320061,"CA","San Francisco","Happiness","Surprise","Sadness","male","white","WM-009","Happiness","White","Male"
"679",6341779,"NY","Brockport","Happiness","Happiness","Anger","female","white","WM-009","Happiness","White","Male"
"680",2438945,"MI","Garden City","Happiness","I don't know","Anger","female","white","WM-009","Happiness","White","Male"
"681",15004831,"RI","Riverside","Neutral","Happiness","Sadness","female","white","WM-028","Happiness","White","Male"
"682",45315294,"NY","New York","Neutral","Happiness","Anger","male","white","WM-028","Happiness","White","Male"
"683",34854490,"CA","Reseda","Happiness","Neutral","Anger","male","asian","WM-028","Happiness","White","Male"
"684",45227964,"NV","Las Vegas","Happiness","Surprise","Anger","female","white","WM-028","Happiness","White","Male"
"685",6377879,"IA","Council Bluffs","Happiness","Surprise","Sadness","female","white","WM-028","Happiness","White","Male"
